Store Name (EN),Store Name (AR),Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
,مؤسسة اركان رويده,Fashion & Apparel,High,75,https://kluodia.com,kluodia.sa@gmail.com,+966556468007,+966556468007,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-arkan-rwydh-0190b55a-cca7-9160-2c0e-da440e88cf6c,split-in-4,ok,"Refresh your looks with the latest dress trends, featuring beautiful modern designs and the finest fabrics. The ideal destination for the newest fashion and beauty styles, offering the best models at "
,مؤسسة اشواق حسين دخيل الله الكثيري للتجارة,Fashion & Apparel,High,75,https://dezagg.com,dezagabaya@gmail.com,"+966594303231, 0594303231",,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-shwq-hsyn-dkhyl-llh-lkthyry-lltjr-01924761-815f-16fa-7330-4eaccd88f288,split-in-4,ok,
,مؤسسة اضواء نوارة للتجارة,"Home, Furniture & Appliances",High,75,https://fanbaytk.com,fanbaytk@gmail.com,+966551595446,+966551595446,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-dw-nwr-lltjr-0191691c-d6bf-6d4e-30a9-935c4d7931e4,split-in-4,ok,"""Art of your home store: Your online destination for stylish furniture, unique acrylic pieces, and vibrant artificial trees."""
,مؤسسة اعصار الرمال التجارية,Automotive,High,75,https://sandtornado.com,sand.tornado.ap@gmail.com,+966506066543,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-aasar-alrmal-altjaryh-018f2ea1-b0b2-0b7c-acb3-54c58e0a2e01,split-in-4,ok,A commercial establishment specializing in various products and services.
,مؤسسة اكرم مسلم بن عبدالله المهري,Beauty & Personal Care,High,75,https://zoz-sa.com,zozoparfums@gmail.com,"+966564259164, +966568344202",,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-akrm-mslm-bn-abdallh-almhry-0189539f-aaee-c1d9-4c9e-1b4862919f02,split-in-4,ok,
,مؤسسة الأحلام الفضيه,Electronics & Tech,High,75,https://qasser-fireplaces.com,qalqasser@gmail.com,+966572440203,+966572440203,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alahlam-alfdhyh-01902f36-0073-7623-cc05-addffe6377f2,split-in-4,ok,"We specialize in woodworking, decorative items, and all heating and steam appliances. Our commitment is to provide our customers with a comfortable and easy experience, and we always strive to satisfy"
,مؤسسة الأصول الرقمية,Electronics & Tech,High,75,https://alosul.com,digitalalosoul@gmail.com,"+966547446965, 966547446965",,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alaswl-alrqmyh-01895426-2109-8d2f-464f-d935a5a9054f,split-in-4,ok,Digital Assets Foundation prides itself on credibility and transparency towards clients in all technical services and beyond.
,مؤسسة الأغطية المخمليه للتجارة,"Home, Furniture & Appliances",High,75,https://velvetcovers.com,coversvelvet@gmail.com,+966530382285,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-l-gty-lmkhmlyh-lltjr-019274fd-e37f-31e1-ce91-4ef064710ecb,split-in-4,ok,
,مؤسسة الألماس الثمين للتصميم,Fashion & Apparel,High,75,https://precious-jewelry.sa,preciousjewelry2023@gmail.com,"+966535254548, +966566767010",+966566767010,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alalmas-althmyn-lltsmym-01904a3d-b4aa-45a3-cda3-b389adadf9b6,split-in-4,ok,"We offer high-quality jewelry for sale and manufacturing, inspired by designs from global brands. All our jewelry is made of 18K gold and features VS clarity diamonds. We provide options for returns o"
,مؤسسة الأم الحنون التجارية,Kids & Toys,High,75,https://peekaboo-saudi.com,saudi.peekaboo@gmail.com,+966558423364,,,,,,Kids & Toys,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alam-alhnwn-altjaryh-018f0058-a8bf-3164-e2d7-da9658b0c12e,split-in-4,ok,Unique breastfeeding products and Montessori toys.
,مؤسسة الأمل الذهبي التجاريه,Fashion & Apparel,High,75,https://amalstors.com,alamalstor6@gmail.com,"+966572091036, 966509184439",,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alaml-althhby-altjaryh-018ea2d5-de00-c951-4725-65ff7dc6cd08,"paymentLink, split-in-4",ok,"Al-Amal Gift and Accessories Store is located in Jeddah. We offer shipping services across the Kingdom. For inquiries, please contact us via WhatsApp."
,مؤسسة الارض الممدودة,Fashion & Apparel,High,75,https://warehousedealarabia.com,info@warehousedealsarabia.com,+966501187731,,,,,,"Fashion, Home & Appliances, Kids & Toys",Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-lrd-lmmdwd-018de02e-70d0-c476-5133-caf8a1758b51,split-in-4,ok,discount sales of open box items
,مؤسسة البرج الاصفر لمواد البناء SAU,"Home, Furniture & Appliances",High,75,https://yellowtowernew.com,yellowtower9033@gmail.com,"+966558662223, 966558662223",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-albrj-alasfr-lmwad-albnaa-sau-0189542b-b82d-f009-29c4-35a324579f1b,split-in-4,ok,"We provide all construction, plumbing, and electrical supplies, and we are known for our quality and competitive prices."
,مؤسسة البريق المتكامل التجارية,Beauty & Personal Care,High,75,https://csmile-sa.com,csmile.sa@gmail.com,+966537526269,+966537526269,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-albryq-almtkaml-altjaryh-018d5e4e-87dc-4564-80d5-150a11db3207,split-in-4,ok,"Restore your smile with our teeth whitening products. Experience an effective and safe use every time, to achieve a sparkling smile with instant results."
,مؤسسة البشرة الصافية لمستحضرات التجميل,Beauty & Personal Care,High,75,https://korean-clear-skin.com,clear.skin.store@hotmail.com,"+966551249012, +966558573898, 966558573898",+966558573898,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-albshrh-alsafyh-lmsthdhrat-altjmyl-018e1286-aa88-ebfe-4ba1-06e38b849930,split-in-4,ok,"A store specializing in Korean skincare products, offering tips and information on proper skincare and how to choose the right routine."
,مؤسسة التصاميم المبتكرة,Fashion & Apparel,High,75,https://wijdan-alamoudi.com,wijdan3moudi1@gmail.com,"+966545273840, 00966545273840",,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-altsamym-almbtkrh-018952f3-3dfd-b289-7a37-214814bfd3dc,split-in-4,ok,"Wijdan Al-Amoudi's brand offers distinctive and luxurious fashion, crafted with love."
,مؤسسة التطوير الشرقي للتجارة,"Home, Furniture & Appliances",High,75,https://salla.sa/altttwyer-alshrqye-lltgart,easternshop.2018@gmail.com,"+966531377702, +966582110751",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-lttwyr-lshrqy-lltjr-0191e0bf-bb99-8a73-9b99-d58ee3c8b2a3,split-in-4,ok,
,مؤسسة الجود للعود,Beauty & Personal Care,High,75,https://aljoodoud.com,oudaljood@gmail.com,+966549303548,+966549303548,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-aljwd-llawd-018e70bf-9889-6795-14bc-83f9269ff632,split-in-4,ok,"Offering a range of products including oud, incense, oud oil, smart incense burners, and natural Vietnamese oud chips."
,مؤسسة الجوهرة تو للعباءات النسائية,Fashion & Apparel,High,75,https://abaya-olivia.com,oliviaabaya.sa@gmail.com,"+966550478323, 0550478323",+9660550478323,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-ljwhr-tw-ll-bt-lnsy-y-01926b86-5892-019c-1a63-837068cea228,split-in-4,ok,
,مؤسسة الجوهرة صالح اليحياء التجارية,"Home, Furniture & Appliances",High,75,https://alyahyaesy.co,alyahya.electric@hotmail.com,"+966530792000, 05000383700",+966530792000,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-aljwhrh-salh-alyhyaa-altjaryh-018ef1ae-0f0b-4f24-bf26-c184e7a157b7,"paymentLink, split-in-4",ok,"This merchant offers a diverse selection of products across various categories, ensuring that customers can find what they need. Whether you are looking for the latest trends or classic essentials, th"
,مؤسسة الخيل الاسود للتجارة,Pets,High,75,https://blackhorsesa.com,blackequinesa@gmail.com,"+966542486311, 966542486311",,,,,,Pets,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alkhyl-alaswd-lltjarh-0191458d-30d5-ccb4-d39a-769daba63c89,split-in-4,ok,"Support all areas of livestock wealth by providing the best global products at competitive prices, along with specialized consultations."
,مؤسسة الدرة الطبية التجارية,Beauty & Personal Care,High,75,https://aldoramedicalstore.com/ar,sales@aldoramedical.com,+966508925175,+966508925175,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-ldr-ltby-ltjry-019228a7-bc95-1bd4-e468-278d91b8cfe0,split-in-4,ok,
,مؤسسة الذبائح الطازجة الغذائية,Grocery & Supermarket,High,75,https://magadi.app,magadi2024@gmail.com,"+966509304947, 966509273228",+966509304947,,,,,Supermarket,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-althbaeh-altazjh-alghthaeyh-018952fc-191f-a541-a86f-6d3e1af487f4,split-in-4,ok,Delivering the best local sheep and fresh vegetables right to your doorstep on the same day.
,مؤسسة الركن السويدي التجارية,"Home, Furniture & Appliances",High,75,https://salla.sa/alrkn-alswyedye-llathath-?expires=1664862514&identifier=1375605388&signature=2d76ef4272fbb1dea06ba6b9b609b65f4e99ce32cc34c866d91b97be76117b69,aabd1227@gmail.com,+966504512790,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alrkn-alswydy-altjaryh-0189547f-6068-5faf-bffd-0b52a4c08993,split-in-4,ok,Specialists in selling home and office furniture
,مؤسسة الشنب للاتصالات,Electronics & Tech,High,75,https://alshnb.com,info@alshnb.com,"+966580582828, 966580582828",+966580582828,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alshnb-llatsalat-018d8777-daf8-e423-9938-21c3548fad33,split-in-4,ok,
,مؤسسة الشهد العالمي للعسل,Grocery & Supermarket,High,75,https://herzbee.com,info@herzbee.com,+966505587860,,,,,,Supermarket,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alshhd-alaalmy-llasl-018e0841-e13c-76a3-f5fb-02341c451813,split-in-4,ok,Mahal Harz specializes in producing the finest natural honey from the southern region of Saudi Arabia. They have been awarded multiple gold medals in the field of honey.
,مؤسسة الصيف الأنيق التجارية,Beauty & Personal Care,High,75,https://chic-summer.com/ar,chicsummer1@gmail.com,+966506089554,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-lsyf-l-nyq-ltjry-01915a70-9f30-dcc4-fddd-34ea6fbc33da,split-in-4,ok,Chic summer store provides you with all tanning oils and sea supplies. All the products are original and safe.
,مؤسسة العالم الموازي للتجارة,Electronics & Tech,High,75,https://parallel--universe.com,paralleluniverse7777@gmail.com,+966567622533,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alaalm-almwazy-lltjarh-018e74f7-8df0-fd4b-1f62-bc755ae5e511,split-in-4,ok,"Parallel World Store offers a unique shopping experience that combines both classic and modern games, featuring a diverse selection and distinctive appeal."
,مؤسسة العالية المبتكرة للتجارة,Beauty & Personal Care,High,75,https://beautyboutique407.com,beautyboutique407@hotmail.com,"+966558588669, 00966558588669, 05372042547",,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alaalyh-almbtkrh-lltjarh-01918e2d-b738-ac6e-93ac-c2cc2e53bbe8,split-in-4,ok,A store specializing in professional hair devices and hair care products.
,مؤسسة العبديداس,Fashion & Apparel,High,75,https://alabdidas.com,alabdidas@gmail.com,"+966551234540, 966551234540",+966551234540,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-l-bdyds-0192055a-54bd-bb46-6f31-1212fef86d82,split-in-4,ok,
,مؤسسة العتيق التجارية,"Home, Furniture & Appliances",High,75,https://salla.sa/al_atiq,alateeq.customercare@gmail.com,"+966508333455, +966560504863, 966560504863",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alatyq-altjaryh-01895433-3456-4f79-d6c7-107def47da10,split-in-4,ok,
,مؤسسة العده المتكامله لتجارة الجملة والتجزئة,"Home, Furniture & Appliances",High,75,https://salla.sa/aladt-almtkamlt-,aceel1977@gmail.com,"+966543931900, +966551249012, 966543931900",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-aladh-almtkamlh-ltjarh-aljmlh-waltjzeh-018cf3f4-c379-d6fe-e491-09e8b1b61866,split-in-4,ok,A merchant specializing in both manual and electric tools.
,مؤسسة الغيوم المخمليه للتجارة,Fashion & Apparel,High,75,https://velvet-jewelry.com,velvet.world24@outlook.com,"+966536540986, 0533753304, 966532501434",+966532501434,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alghywm-almkhmlyh-lltjarh-018defc6-8519-fbad-4ad8-c335f9380691,split-in-4,ok,Explore our exquisite collection of gold and diamond jewelry at Velvet Jewelry. We offer engagement ring sets and unique rings at competitive prices that cater to all tastes. Shop now from our online 
,مؤسسة الفرصة لبيع المثلجات,Electronics & Tech,High,75,https://salla.sa/saluraa,"alforsasa@gmail.com, mazenkhairi@gmail.com","+966555255327, 966555255327",,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alfrsh-lbya-almthljat-0189548d-727d-0548-181c-829acda7ea4a,split-in-4,ok,Carefully selected products for all your ice cream machine needs (machines - spare parts). Al-Fursah Establishment for Ice Cream Sales. Tax Number: 310894454700003
,مؤسسة الفن المصري,Automotive,High,75,https://alfnalmasry.com,user23810@gmail.com,"+966536777620, +966561194169",,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-lfn-lmsry-018f57b9-f989-de9c-e2f7-cf989310d8ef,split-in-4,ok,"With 15 years of expertise in car upholstery and technology, we guarantee top-notch service using German leather for maximum comfort and satisfaction."
,مؤسسة القمر الأنيق للتجارة SAU,Beauty & Personal Care,High,75,https://elegant-moon.com,elegant.moon14@gmail.com,"+966555030121, 966555030121",,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alqmr-alanyq-lltjarh-sau-018952a3-fecb-a0b3-4545-d754857e493d,split-in-4,ok,"Shop for original personal care products at Al-Qamar Al-Aniq Store, which specializes in providing all your personal care needs from global brands."
,مؤسسة القمر المضيئ التجارية,"Home, Furniture & Appliances",High,75,https://alqamar-almudi.com,moonlightnew2024@gmail.com,"+966506055325, 920049512, 966506055325",+966506055325,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alqmr-almdhye-altjaryh-018de02c-0582-4560-24c5-e0e49ff2bf09,"paymentLink, split-in-4",ok,Al-Qamar Al-Mudhi is dedicated to offering the finest types of carpets and home furniture at competitive prices. Our online store is an ideal platform to explore and experience the unique features and
,مؤسسة القنديل الحديث,"Home, Furniture & Appliances",High,75,https://moderncandle1.com,moderncandle1@gmail.com,"+966148315600, +966550515199",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alqndyl-alhdyth-018e1896-3360-9dad-5b1d-017562899108,split-in-4,ok,"We offer modern electrical products that combine high quality with affordable prices. Our wholesale section is designed to facilitate bulk orders for project owners, villas, and residential buildings."
,مؤسسة الكاسر لوب للتجارة,"Home, Furniture & Appliances",High,75,https://salla.sa/alkasser-2023?expires=1681346837&identifier=112199751&signature=6c7f0376363a1545742b129b0ece8d620d79b48d6d5785cf37927789f6b2eaf2,alkasser2023@gmail.com,+966598060796,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alkasr-lwb-lltjarh-018952b6-5f69-3845-26af-0cf394d61d25,split-in-4,ok,
,مؤسسة الكرسي الذهبي SAU,"Home, Furniture & Appliances",High,75,https://thegoldenchair.com,thegoldennchair@gmail.com,"+966583194832, 0583194832",,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alkrsy-althhby-sau-01895439-966d-4863-4132-7dc3fd2f2929,split-in-4,ok,"A specialized store offering wall relationships, stands, and home accessories."
,مؤسسة الكرم للذبائح البرية التجارية,Grocery & Supermarket,High,75,https://alkarm2030.com,aboabdulla22@hotmail.com,"+966530130970, +966551003675, 966551003675",,,,,,Supermarket,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-alkrm-llthbaeh-albryh-altjaryh-018fbdd0-2bf0-b1e1-e6e1-4adef1b94b91,split-in-4,ok,"We are Al-Karam Institution, specializing in the sale of all types of wild game for wholesale and retail. We offer free cutting, delivery, and packaging services, and we are fully prepared for all eve"
